age,salary,purchases,churn,customer_value
33,114258,13,0,1485354
34,24524,19,0,465956
19,36237,9,0,326133
42,43694,7,0,305858
38,97024,8,0,776192
43,39723,6,0,238338
58,117760,19,0,2237440
53,23761,13,0,308893
31,54376,15,0,815640
24,69258,5,0,346290
26,113584,7,0,795088
36,52004,2,0,104008
58,41529,19,0,789051
33,77252,10,0,772520
59,79819,12,0,957828
37,57517,15,0,862755
42,111612,17,0,1897404
45,94602,5,0,473010
56,47576,12,0,570912
52,89235,15,0,1338525
30,47360,15,0,710400
19,22114,5,0,110570
47,46374,9,0,417366
34,104564,4,0,418256
25,50121,0,0,0
41,47900,14,0,670600
37,80263,7,0,561841
43,98271,18,0,1768878
21,73527,10,0,735270
45,97684,17,0,1660628
56,22024,18,0,396432
55,63581,2,0,127162
56,52560,7,0,367920
52,109522,16,0,1752352
27,80636,6,0,483816
28,85626,7,0,599382
35,46384,0,1,0
55,59476,9,0,535284
53,106435,6,0,638610
59,92957,18,0,1673226
36,51119,0,0,0
52,53327,17,0,906559
28,95665,15,0,1434975
53,98115,3,0,294345
46,101897,6,0,611382
23,103180,12,0,1238160
38,59216,17,0,1006672
34,81078,17,0,1378326
44,98416,6,0,590496
42,114236,7,0,799652
43,74832,16,0,1197312
56,80058,19,0,1521102
52,28740,15,0,431100
39,92669,8,0,741352
42,98803,17,0,1679651
31,110318,14,0,1544452
45,118714,12,0,1424568
32,117613,17,0,1999421
19,105546,13,0,1372098
22,24282,12,0,291384
26,115418,5,0,577090
28,99678,17,0,1694526
33,34878,14,0,488292
55,60742,8,0,485936
42,116659,8,0,933272
30,105044,10,0,1050440
53,36554,7,0,255878
25,80372,15,0,1205580
59,40365,19,0,766935
40,30436,16,0,486976
55,71245,15,0,1068675
58,117188,0,0,0
47,68991,16,0,1103856
50,43577,13,0,566501
21,119229,6,0,715374
39,113331,14,0,1586634
50,25654,17,0,436118
35,97567,16,0,1561072
41,100840,5,0,504200
46,93769,7,0,656383
32,98807,13,0,1284491
36,94278,4,0,377112
56,70002,11,0,770022
27,104058,19,0,1977102
53,102226,2,0,204452
35,99348,9,0,894132
39,114703,5,0,573515
58,97609,14,0,1366526
41,36082,10,0,360820
38,86087,12,0,1033044
22,113929,0,0,0
24,109692,5,0,548460
28,117140,8,0,937120
37,78118,7,0,546826
56,79163,15,0,1187445
36,88108,12,0,1057296
35,78153,1,0,78153
52,63820,3,0,191460
41,47451,7,0,332157
18,63179,6,0,379074
48,66028,18,0,1188504
45,31205,1,1,31205
30,83816,12,0,1005792
40,97971,5,0,489855
50,111599,18,0,2008782
58,91742,2,0,183484
29,23599,2,1,47198
43,53419,7,0,373933
23,28744,6,0,172464
49,98124,1,0,98124
40,39734,0,1,0
59,36763,4,1,147052
58,91671,15,0,1375065
35,91101,3,0,273303
31,87030,19,0,1653570
30,65361,13,0,849693
44,60928,2,0,121856
28,34540,7,0,241780
30,82496,13,0,1072448
44,119241,15,0,1788615
35,52968,15,0,794520
37,67772,4,0,271088
18,48042,9,0,432378
22,50041,13,0,650533
31,64648,7,0,452536
36,54318,0,0,0
52,99734,19,0,1894946
59,55510,16,0,888160
38,52324,0,0,0
47,35724,6,0,214344
38,80297,17,0,1365049
41,115222,4,0,460888
51,34113,0,1,0
32,68388,9,0,615492
59,108574,14,0,1520036
52,98616,12,0,1183392
43,110948,10,0,1109480
24,108154,3,0,324462
45,89758,4,0,359032
37,106041,7,0,742287
42,93109,11,0,1024199
34,102958,12,0,1235496
18,39873,13,0,518349
20,61210,12,0,734520
31,99325,1,0,99325
51,92999,8,0,743992
22,50792,6,0,304752
27,93023,16,0,1488368
26,47617,17,0,809489
23,86875,19,0,1650625
33,82310,15,0,1234650
58,66918,13,0,869934
59,98703,3,0,296109
18,96311,2,0,192622
48,114081,9,0,1026729
40,63267,9,0,569403
29,79449,12,0,953388
32,96145,13,0,1249885
20,38454,13,0,499902
26,89963,17,0,1529371
49,38841,6,0,233046
22,78711,16,0,1259376
20,29789,9,0,268101
22,105741,0,0,0
50,30489,16,0,487824
55,83657,14,0,1171198
32,100995,9,0,908955
51,94130,7,0,658910
51,105703,4,0,422812
18,22214,19,0,422066
42,34254,5,0,171270
21,93796,11,0,1031756
22,36423,6,0,218538
36,65412,2,0,130824
33,87966,11,0,967626
37,103277,9,0,929493
29,81504,7,0,570528
49,72982,6,0,437892
50,115195,15,0,1727925
35,97078,9,0,873702
34,108188,10,0,1081880
43,80680,3,0,242040
56,29607,4,1,118428
35,95890,8,0,767120
44,85201,15,0,1278015
21,27764,18,0,499752
24,85940,17,0,1460980
49,105035,4,0,420140
51,23147,11,0,254617
50,61979,19,0,1177601
33,49897,12,0,598764
43,49411,15,0,741165
57,54543,11,0,599973
22,82450,8,0,659600
48,119129,6,0,714774
46,80653,10,0,806530
24,53868,13,0,700284
40,53962,9,0,485658
42,66693,19,0,1267167
51,116515,17,0,1980755
45,37013,8,0,296104
32,63516,0,0,0
31,84950,12,0,1019400
53,57397,13,0,746161
50,82439,1,0,82439
39,85272,15,0,1279080
53,115802,12,0,1389624
57,49826,1,1,49826
44,21916,9,0,197244
40,99105,17,0,1684785
52,93337,2,0,186674
23,103307,7,0,723149
22,84224,19,0,1600256
26,37757,2,1,75514
45,20687,6,0,124122
28,70415,0,0,0
32,119698,13,0,1556074
40,47640,8,0,381120
54,23623,5,0,118115
45,37991,12,0,455892
46,22106,3,1,66318
21,40067,5,0,200335
19,52535,3,0,157605
48,76373,14,0,1069222
49,65458,15,0,981870
53,52814,5,0,264070
52,81011,18,0,1458198
30,86601,1,0,86601
31,118037,4,0,472148
52,31133,1,1,31133
34,67570,6,0,405420
39,64883,7,0,454181
23,57991,4,0,231964
38,69947,1,0,69947
22,31318,16,0,501088
35,27264,12,0,327168
41,113445,5,0,567225
49,40076,11,0,440836
40,51308,2,0,102616
39,32869,11,0,361559
48,37958,19,0,721202
26,54929,10,0,549290
44,71911,16,0,1150576
41,36953,17,0,628201
50,61850,17,0,1051450
37,70944,3,0,212832
48,103807,15,0,1557105
30,90908,12,0,1090896
59,109489,9,0,985401
58,110934,2,0,221868
39,36754,18,0,661572
57,51435,2,0,102870
33,27825,18,0,500850
21,60528,9,0,544752
41,66314,12,0,795768
53,52673,8,0,421384
54,49125,10,0,491250
42,77494,13,0,1007422
27,46134,11,0,507474
58,47931,8,0,383448
47,101092,9,0,909828
51,85387,0,0,0
25,86503,1,0,86503
50,66903,5,0,334515
54,43333,5,0,216665
52,106237,16,0,1699792
26,64307,19,0,1221833
35,88077,17,0,1497309
42,113466,13,0,1475058
58,43291,4,1,173164
31,89492,7,0,626444
40,105884,8,0,847072
22,33671,8,0,269368
42,29961,9,0,269649
49,49659,3,1,148977
52,44693,2,1,89386
20,53084,19,0,1008596
30,112393,15,0,1685895
19,87168,0,0,0
56,50597,17,0,860149
47,44751,18,0,805518
43,95906,2,0,191812
27,77591,10,0,775910
29,72934,12,0,875208
55,37965,11,0,417615
20,27288,9,0,245592
55,29454,15,0,441810
27,39243,16,0,627888
26,40425,14,0,565950
43,68796,12,0,825552
21,46125,18,0,830250
47,102780,6,0,616680
19,87357,10,0,873570
36,28323,1,1,28323
56,117072,17,0,1990224
49,47625,7,0,333375
43,42424,17,0,721208
36,76703,1,0,76703
53,82030,18,0,1476540
23,54878,8,0,439024
51,45011,6,0,270066
37,107580,15,0,1613700
50,56932,17,0,967844
43,64598,7,0,452186
59,109415,12,0,1312980
49,54012,0,0,0
21,58504,17,0,994568
54,38982,17,0,662694
18,57407,16,0,918512
28,78886,1,0,78886
24,107037,11,0,1177407
47,83666,16,0,1338656
57,50651,7,0,354557
32,68654,17,0,1167118
35,99049,0,0,0
28,41706,1,1,41706
52,89200,5,0,446000
35,97760,8,0,782080
49,56104,10,0,561040
58,92561,15,0,1388415
22,42619,13,0,554047
49,54888,4,0,219552
49,38717,1,1,38717
30,30132,11,0,331452
44,97963,15,0,1469445
39,30088,3,1,90264
32,94508,17,0,1606636
37,108858,17,0,1850586
40,30022,17,0,510374
22,82629,19,0,1569951
26,51431,16,0,822896
36,78970,5,0,394850
26,109047,7,0,763329
55,107031,11,0,1177341
27,81439,0,0,0
43,105683,19,0,2007977
26,41507,14,0,581098
48,118548,8,0,948384
28,99260,10,0,992600
34,109000,18,0,1962000
30,53342,7,0,373394
58,80396,15,0,1205940
45,31116,12,0,373392
34,98638,4,0,394552
50,75686,16,0,1210976
51,88926,12,0,1067112
26,54781,15,0,821715
54,24360,14,0,341040
52,105417,7,0,737919
29,40055,4,1,160220
36,54736,8,0,437888
46,87858,4,0,351432
59,24107,5,0,120535
21,106609,12,0,1279308
19,101703,9,0,915327
36,108589,0,0,0
59,71643,3,0,214929
36,29978,19,0,569582
33,114713,17,0,1950121
21,44660,7,0,312620
57,113024,0,0,0
20,99585,1,0,99585
33,68894,0,0,0
21,55331,11,0,608641
19,74126,7,0,518882
56,116900,1,0,116900
54,104922,8,0,839376
28,100647,16,0,1610352
18,108171,14,0,1514394
26,53305,18,0,959490
38,22202,9,0,199818
22,29985,12,0,359820
44,79567,15,0,1193505
47,90898,2,0,181796
34,59484,2,0,118968
41,81942,12,0,983304
51,84246,12,0,1010952
44,106147,16,0,1698352
18,88767,7,0,621369
20,48683,11,0,535513
41,91018,12,0,1092216
59,28778,10,0,287780
36,24872,4,1,99488
44,25951,18,0,467118
31,73336,16,0,1173376
36,42741,6,0,256446
49,56973,9,0,512757
42,73860,13,0,960180
21,78164,19,0,1485116
54,71487,12,0,857844
34,48252,14,0,675528
40,119746,11,0,1317206
59,117321,0,0,0
37,79654,4,0,318616
28,20978,19,0,398582
38,20478,16,0,327648
38,67244,0,0,0
32,55472,18,0,998496
47,31202,13,0,405626
23,66804,6,0,400824
19,47303,16,0,756848
22,87540,1,0,87540
18,107970,12,0,1295640
41,96237,0,0,0
36,61109,7,0,427763
55,72227,7,0,505589
25,90746,8,0,725968
41,105114,13,0,1366482
22,61892,7,0,433244
55,114571,14,0,1603994
32,31912,2,1,63824
38,67952,4,0,271808
25,61281,7,0,428967
27,33911,4,1,135644
36,21002,14,0,294028
19,43178,16,0,690848
43,118586,15,0,1778790
37,82618,8,0,660944
24,63865,8,0,510920
38,98486,19,0,1871234
41,82685,14,0,1157590
47,78660,8,0,629280
28,20109,0,1,0
40,80299,2,0,160598
25,67527,3,0,202581
37,42047,16,0,672752
43,43000,16,0,688000
32,35274,1,1,35274
28,67236,4,0,268944
31,103871,12,0,1246452
35,72144,17,0,1226448
24,54494,2,0,108988
45,89933,6,0,539598
50,27570,18,0,496260
50,36814,14,0,515396
30,86147,11,0,947617
22,110651,18,0,1991718
31,46646,2,1,93292
26,48215,6,0,289290
18,83829,2,0,167658
30,58865,1,0,58865
47,61574,14,0,862036
31,74872,1,0,74872
28,109965,10,0,1099650
49,99327,0,0,0
35,61148,7,0,428036
52,79311,1,0,79311
28,57355,19,0,1089745
30,77018,19,0,1463342
32,67932,18,0,1222776
20,49449,9,0,445041
38,108805,14,0,1523270
56,109318,6,0,655908
49,36685,18,0,660330
36,97622,19,0,1854818
23,44868,12,0,538416
31,44358,5,0,221790
47,26968,15,0,404520
18,63012,11,0,693132
49,105439,18,0,1897902
26,37139,0,1,0
48,77607,13,0,1008891
28,73483,17,0,1249211
38,106542,11,0,1171962
27,85457,1,0,85457
51,85593,14,0,1198302
56,41975,5,0,209875
22,96247,3,0,288741
34,49014,15,0,735210
18,83939,10,0,839390
42,53405,1,0,53405
52,73838,2,0,147676
18,39216,3,1,117648
52,93696,19,0,1780224
52,66005,6,0,396030
55,113606,19,0,2158514
23,45636,15,0,684540
46,114192,10,0,1141920
32,67817,13,0,881621
44,94587,17,0,1607979
52,20172,7,0,141204
56,24192,15,0,362880
26,112724,15,0,1690860
20,27218,9,0,244962
33,117735,5,0,588675
57,105667,18,0,1902006
39,83682,14,0,1171548
54,78484,17,0,1334228
21,77063,1,0,77063
38,25662,18,0,461916
24,34470,5,0,172350
52,107256,9,0,965304
19,63376,14,0,887264
54,119530,9,0,1075770
27,58304,12,0,699648
27,62620,18,0,1127160
27,75912,6,0,455472
34,30963,2,1,61926
32,95954,14,0,1343356
50,64085,15,0,961275
55,106030,11,0,1166330
56,57978,3,0,173934
30,100742,14,0,1410388
21,53044,15,0,795660
29,74282,18,0,1337076
53,67320,1,0,67320
18,85622,18,0,1541196
23,41774,13,0,543062
32,63032,14,0,882448
58,78644,6,0,471864
58,80948,8,0,647584
19,63721,16,0,1019536
29,53399,4,0,213596
31,45721,9,0,411489
23,73302,13,0,952926
30,43355,14,0,606970
28,50855,10,0,508550
55,33565,10,0,335650
35,51669,0,0,0
30,68356,11,0,751916
48,75523,9,0,679707
43,104027,7,0,728189
24,101016,13,0,1313208
37,96199,15,0,1442985
26,49082,7,0,343574
49,42160,16,0,674560
27,110571,6,0,663426
42,106997,18,0,1925946
41,102146,7,0,715022
46,85056,6,0,510336
49,46170,6,0,277020
56,64533,19,0,1226127
32,42256,2,1,84512
40,78936,6,0,473616
58,63545,16,0,1016720
49,60128,3,0,180384
44,68835,5,0,344175
48,107250,3,0,321750
59,35558,9,0,320022
36,57003,1,0,57003
31,112337,1,0,112337
52,102336,16,0,1637376
46,48846,11,0,537306
38,50825,0,0,0
39,28472,1,1,28472
24,82532,8,0,660256
37,102168,6,0,613008
34,118233,15,0,1773495
45,36188,4,1,144752
48,87216,11,0,959376
46,48196,8,0,385568
21,93112,10,0,931120
43,60486,5,0,302430
38,22202,18,0,399636
29,53926,19,0,1024594
54,34579,5,0,172895
32,51661,12,0,619932
58,101235,11,0,1113585
58,114251,4,0,457004
29,87242,17,0,1483114
34,25896,19,0,492024
41,110259,9,0,992331
21,78339,17,0,1331763
50,58372,14,0,817208
53,23250,16,0,372000
29,38976,0,1,0
38,43846,16,0,701536
47,23087,5,0,115435
49,99425,1,0,99425
48,90586,14,0,1268204
22,39714,8,0,317712
44,60938,19,0,1157822
28,25206,16,0,403296
21,102129,2,0,204258
41,49695,18,0,894510
43,111034,15,0,1665510
36,45230,3,1,135690
58,23103,4,1,92412
18,21492,10,0,214920
53,47060,5,0,235300
20,44074,4,1,176296
47,67110,15,0,1006650
54,27346,14,0,382844
50,71537,0,0,0
50,23755,15,0,356325
25,24660,17,0,419220
19,110087,17,0,1871479
56,44270,16,0,708320
28,63098,6,0,378588
40,72876,6,0,437256
51,59813,13,0,777569
35,96709,2,0,193418
43,63334,1,0,63334
54,107929,3,0,323787
20,64548,9,0,580932
53,116913,18,0,2104434
43,76057,19,0,1445083
26,52096,2,0,104192
40,98353,4,0,393412
39,58132,7,0,406924
51,108657,16,0,1738512
45,21529,7,0,150703
50,48854,3,1,146562
47,110004,14,0,1540056
48,77346,8,0,618768
22,72301,14,0,1012214
38,72431,17,0,1231327
53,56410,18,0,1015380
24,36950,0,1,0
34,107080,11,0,1177880
39,22764,7,0,159348
35,109998,4,0,439992
24,74450,15,0,1116750
49,81975,18,0,1475550
58,60686,19,0,1153034
46,103544,16,0,1656704
37,21908,5,0,109540
54,21824,12,0,261888
33,68189,17,0,1159213
40,103955,2,0,207910
40,36641,12,0,439692
34,90400,19,0,1717600
51,92231,11,0,1014541
27,35480,13,0,461240
21,33119,8,0,264952
29,44969,13,0,584597
26,60330,10,0,603300
32,73383,11,0,807213
49,94026,2,0,188052
33,48231,8,0,385848
38,32964,0,1,0
35,33277,13,0,432601
43,94737,18,0,1705266
25,34965,0,1,0
26,81292,2,0,162584
23,52333,19,0,994327
46,54131,10,0,541310
47,89773,13,0,1167049
30,86067,4,0,344268
45,116437,11,0,1280807
38,91714,10,0,917140
41,102744,16,0,1643904
50,62161,0,0,0
24,60350,18,0,1086300
50,20296,7,0,142072
18,64517,9,0,580653
44,74102,8,0,592816
28,85282,15,0,1279230
45,52280,0,0,0
39,48002,13,0,624026
58,58806,13,0,764478
47,36631,4,1,146524
20,54847,0,0,0
40,88802,4,0,355208
28,56451,12,0,677412
18,64661,9,0,581949
52,99462,9,0,895158
47,63232,12,0,758784
37,84766,15,0,1271490
24,28015,12,0,336180
46,79880,8,0,639040
57,89527,13,0,1163851
22,28419,12,0,341028
25,60203,6,0,361218
40,46537,13,0,604981
24,64402,1,0,64402
44,118442,15,0,1776630
50,37122,16,0,593952
55,32841,11,0,361251
32,63240,1,0,63240
42,40577,13,0,527501
35,118371,18,0,2130678
51,95948,9,0,863532
40,100676,11,0,1107436
52,113423,11,0,1247653
38,98821,14,0,1383494
30,70644,4,0,282576
39,83657,13,0,1087541
35,30772,6,0,184632
42,109624,6,0,657744
48,99323,13,0,1291199
58,31266,12,0,375192
20,81824,14,0,1145536
25,114798,15,0,1721970
32,54048,6,0,324288
57,73868,6,0,443208
50,85235,19,0,1619465
46,56748,12,0,680976
21,77484,5,0,387420
21,55061,2,0,110122
38,81296,1,0,81296
31,22223,14,0,311122
52,28403,14,0,397642
25,25817,7,0,180719
48,25904,3,1,77712
51,93359,2,0,186718
43,42275,9,0,380475
25,35726,5,0,178630
23,45561,16,0,728976
38,111340,4,0,445360
55,50391,15,0,755865
45,109294,11,0,1202234
28,117475,5,0,587375
51,22563,16,0,361008
59,64867,16,0,1037872
47,76149,4,0,304596
50,82732,6,0,496392
59,26361,1,1,26361
27,119689,12,0,1436268
53,71164,18,0,1280952
27,43955,12,0,527460
44,63272,19,0,1202168
28,90218,4,0,360872
24,82707,15,0,1240605
45,68081,19,0,1293539
52,100346,18,0,1806228
22,20156,12,0,241872
29,103068,18,0,1855224
42,82046,13,0,1066598
54,91048,16,0,1456768
44,33869,6,0,203214
33,64092,3,0,192276
47,88886,10,0,888860
25,38439,0,1,0
21,44560,2,1,89120
51,96685,15,0,1450275
36,40718,3,1,122154
32,116649,0,0,0
51,33267,11,0,365937
37,25162,4,1,100648
49,110803,17,0,1883651
50,35830,14,0,501620
24,54881,6,0,329286
32,101728,5,0,508640
43,69752,18,0,1255536
46,69560,0,0,0
27,49993,1,1,49993
38,109502,4,0,438008
39,118316,9,0,1064844
56,97210,9,0,874890
58,53289,18,0,959202
51,29743,15,0,446145
58,113489,13,0,1475357
44,53714,19,0,1020566
32,58609,1,0,58609
20,63690,1,0,63690
33,54805,5,0,274025
42,22518,2,1,45036
40,103933,9,0,935397
25,68154,8,0,545232
36,72532,16,0,1160512
28,61398,15,0,920970
24,40399,11,0,444389
58,83321,12,0,999852
31,88564,11,0,974204
55,85022,3,0,255066
36,60589,10,0,605890
48,30019,7,0,210133
49,107442,5,0,537210
41,114772,11,0,1262492
18,111893,19,0,2125967
41,72476,18,0,1304568
35,95948,2,0,191896
23,69137,13,0,898781
37,50585,5,0,252925
28,42147,13,0,547911
29,112283,9,0,1010547
49,52179,9,0,469611
56,118948,8,0,951584
36,55839,13,0,725907
34,94363,3,0,283089
37,64515,4,0,258060
36,97794,9,0,880146
42,51706,5,0,258530
33,39954,0,1,0
53,60493,11,0,665423
46,26529,16,0,424464
30,111671,2,0,223342
44,61181,13,0,795353
35,111455,8,0,891640
33,92326,3,0,276978
47,102031,17,0,1734527
42,31214,12,0,374568
26,84407,11,0,928477
19,94798,6,0,568788
55,67254,0,0,0
29,46723,10,0,467230
51,57028,1,0,57028
18,61272,6,0,367632
25,43538,11,0,478918
33,57535,18,0,1035630
34,96916,18,0,1744488
28,53155,10,0,531550
57,66302,7,0,464114
38,89743,17,0,1525631
48,23198,16,0,371168
38,20633,2,1,41266
40,62684,15,0,940260
21,100858,13,0,1311154
25,72195,15,0,1082925
21,23833,9,0,214497
59,29894,17,0,508198
33,85192,9,0,766728
23,24886,15,0,373290
59,107186,18,0,1929348
40,45720,5,0,228600
53,73643,15,0,1104645
49,48920,11,0,538120
30,104185,11,0,1146035
23,78161,2,0,156322
58,34271,18,0,616878
43,60267,4,0,241068
20,96341,17,0,1637797
59,63078,13,0,820014
22,79067,8,0,632536
49,62060,18,0,1117080
27,91693,11,0,1008623
23,24592,15,0,368880
46,75930,0,0,0
27,63176,10,0,631760
55,51011,19,0,969209
39,103888,15,0,1558320
18,41064,7,0,287448
26,51776,4,0,207104
49,53595,17,0,911115
55,107377,3,0,322131
58,31378,13,0,407914
35,35638,0,1,0
50,44454,9,0,400086
21,42393,4,1,169572
42,77491,2,0,154982
28,114869,17,0,1952773
54,56626,11,0,622886
43,89355,18,0,1608390
30,114574,11,0,1260314
34,87548,14,0,1225672
24,115601,0,0,0
20,93935,6,0,563610
30,36167,4,1,144668
27,93927,11,0,1033197
52,102777,16,0,1644432
35,95012,0,0,0
44,90329,14,0,1264606
30,115812,19,0,2200428
34,106687,16,0,1706992
26,61476,0,0,0
19,66262,15,0,993930
26,60782,5,0,303910
47,30434,2,1,60868
35,70769,5,0,353845
57,36341,4,1,145364
56,100008,3,0,300024
36,65250,0,0,0
26,22978,4,1,91912
36,101337,8,0,810696
28,73534,8,0,588272
53,31404,14,0,439656
56,91299,12,0,1095588
44,100713,0,0,0
47,40420,7,0,282940
19,20606,7,0,144242
23,73956,5,0,369780
52,88760,17,0,1508920
21,49122,19,0,933318
29,28712,12,0,344544
24,33035,10,0,330350
19,81169,6,0,487014
31,39915,17,0,678555
27,119586,3,0,358758
54,82144,0,0,0
50,69459,8,0,555672
38,24600,12,0,295200
27,45695,15,0,685425
52,119896,10,0,1198960
32,21789,0,1,0
39,102573,4,0,410292
34,116464,13,0,1514032
18,50528,5,0,252640
43,38690,4,1,154760
36,34327,4,1,137308
24,33363,18,0,600534
55,104695,12,0,1256340
35,21549,19,0,409431
37,98317,5,0,491585
25,102758,15,0,1541370
41,111125,4,0,444500
37,102305,15,0,1534575
35,27993,0,1,0
53,70918,12,0,851016
19,31776,4,1,127104
59,72984,7,0,510888
55,82021,19,0,1558399
18,81245,18,0,1462410
24,107406,6,0,644436
43,114635,14,0,1604890
56,68129,5,0,340645
34,49054,6,0,294324
23,97472,16,0,1559552
21,50835,19,0,965865
47,37417,9,0,336753
30,22909,6,0,137454
37,28966,9,0,260694
49,24460,14,0,342440
20,80563,15,0,1208445
18,78021,9,0,702189
23,22968,15,0,344520
41,94391,7,0,660737
49,66101,18,0,1189818
59,32326,14,0,452564
21,60890,10,0,608900
58,40585,5,0,202925
57,55009,0,0,0
43,71507,13,0,929591
36,74722,14,0,1046108
47,25947,16,0,415152
23,103431,15,0,1551465
41,76973,7,0,538811
26,37850,9,0,340650
55,116977,6,0,701862
51,35651,19,0,677369
34,97098,15,0,1456470
29,115055,8,0,920440
19,43911,12,0,526932
39,119770,15,0,1796550
35,88992,16,0,1423872
28,49373,1,1,49373
59,107330,9,0,965970
35,99058,15,0,1485870
38,107314,7,0,751198
55,70293,8,0,562344
26,36237,2,1,72474
48,96633,10,0,966330
19,58996,13,0,766948
20,55172,15,0,827580
52,63126,3,0,189378
51,61648,8,0,493184
53,55014,17,0,935238
29,112367,8,0,898936
20,45456,19,0,863664
58,94710,1,0,94710
23,109189,18,0,1965402
35,43670,0,1,0
55,109888,18,0,1977984
20,76809,15,0,1152135
44,48184,15,0,722760
42,31082,0,1,0
26,90813,6,0,544878
22,43754,3,1,131262
32,45829,4,1,183316
27,46271,2,1,92542
28,83744,10,0,837440
24,21703,3,1,65109
56,66468,18,0,1196424
34,102335,0,0,0
27,88301,12,0,1059612
41,60376,3,0,181128
30,54983,16,0,879728
43,86434,1,0,86434
18,96107,11,0,1057177
34,57340,19,0,1089460
38,57841,10,0,578410
30,64665,6,0,387990
45,73727,5,0,368635
21,106880,15,0,1603200
31,100199,15,0,1502985
35,45351,17,0,770967
52,86082,14,0,1205148
41,80449,0,0,0
27,108107,7,0,756749
33,27826,12,0,333912
19,47450,7,0,332150
53,87722,7,0,614054
55,46329,11,0,509619
54,38204,10,0,382040
57,39877,17,0,677909
44,49365,16,0,789840
51,119445,7,0,836115
20,85468,16,0,1367488
48,76337,16,0,1221392
26,53083,5,0,265415
25,55764,9,0,501876
58,70691,9,0,636219
21,111390,2,0,222780
29,81862,19,0,1555378
35,66617,15,0,999255
52,31212,4,1,124848
43,66192,6,0,397152
51,36575,19,0,694925
50,87839,3,0,263517
58,37857,4,1,151428
40,105209,9,0,946881
52,36219,14,0,507066
36,52040,11,0,572440
53,26353,12,0,316236
20,35951,3,1,107853
21,111723,15,0,1675845
23,73106,2,0,146212
26,43489,11,0,478379
39,119042,19,0,2261798
24,40800,10,0,408000
23,115760,6,0,694560
38,49934,8,0,399472
46,24222,2,1,48444
59,46243,9,0,416187
40,109944,12,0,1319328
35,60304,16,0,964864
57,108955,9,0,980595
25,92665,17,0,1575305
38,60124,8,0,480992
49,92316,5,0,461580
51,66246,4,0,264984
38,69564,3,0,208692
21,100357,7,0,702499
25,112851,15,0,1692765
29,32845,7,0,229915
54,79948,10,0,799480
50,65869,9,0,592821
44,68694,6,0,412164
26,73977,6,0,443862
26,28340,12,0,340080
35,63125,7,0,441875
58,119944,1,0,119944
40,79039,12,0,948468
43,23241,13,0,302133
24,80136,8,0,641088
42,91024,5,0,455120
58,107484,12,0,1289808
40,54516,4,0,218064
29,87674,9,0,789066
28,30442,1,1,30442
42,100929,5,0,504645
28,62090,19,0,1179710
25,114222,15,0,1713330
39,67768,17,0,1152056
18,68125,7,0,476875
35,38780,10,0,387800
30,73273,0,0,0
55,99769,15,0,1496535
42,103384,14,0,1447376
23,107450,13,0,1396850
20,79994,0,0,0
59,102323,5,0,511615
59,89422,17,0,1520174
21,45567,11,0,501237
22,37229,9,0,335061
39,95209,2,0,190418
44,80781,2,0,161562
33,95354,18,0,1716372
40,33327,1,1,33327
44,97775,5,0,488875
47,104094,8,0,832752
48,49404,19,0,938676
43,111916,17,0,1902572
49,87942,11,0,967362
54,55797,2,0,111594
31,103219,10,0,1032190
42,110623,19,0,2101837
50,61135,13,0,794755
37,62594,10,0,625940
57,113934,13,0,1481142
20,118359,4,0,473436
52,57368,5,0,286840
23,93706,14,0,1311884
24,70380,15,0,1055700
48,52117,2,0,104234
53,63386,1,0,63386
28,74892,10,0,748920
31,118220,2,0,236440
21,82881,10,0,828810
53,110676,9,0,996084
24,36092,10,0,360920
53,50506,10,0,505060
52,104070,9,0,936630
45,20780,14,0,290920
49,102072,17,0,1735224
59,86874,11,0,955614
39,20861,14,0,292054
34,51756,3,0,155268
26,24430,8,0,195440
31,85782,6,0,514692
33,62792,13,0,816296
18,106927,19,0,2031613
18,43106,8,0,344848
28,118542,11,0,1303962
38,68753,1,0,68753
53,84219,2,0,168438
31,44289,0,1,0
37,73539,0,0,0
59,53691,10,0,536910
36,109904,7,0,769328
56,96395,16,0,1542320
50,100405,14,0,1405670
42,35463,8,0,283704
43,113767,10,0,1137670
56,93948,5,0,469740
43,67917,2,0,135834
54,118235,10,0,1182350
27,93354,6,0,560124
26,46002,1,1,46002
44,109663,9,0,986967
20,76896,11,0,845856
54,104905,16,0,1678480
32,60881,8,0,487048
44,97768,6,0,586608
57,24937,11,0,274307
21,39420,10,0,394200
37,89629,8,0,717032
29,37223,17,0,632791
26,42355,1,1,42355
43,38754,0,1,0
33,101375,19,0,1926125
36,88440,15,0,1326600
35,80208,14,0,1122912
35,102762,15,0,1541430
36,107324,0,0,0
33,70629,3,0,211887
38,119794,1,0,119794
40,103655,15,0,1554825
41,109174,14,0,1528436
55,33503,9,0,301527
47,64956,19,0,1234164
27,78061,1,0,78061
22,77872,15,0,1168080
18,21044,1,1,21044
45,88828,11,0,977108
20,56932,12,0,683184
50,96720,17,0,1644240
28,40893,17,0,695181
24,35538,0,1,0
42,62581,12,0,750972
47,87445,13,0,1136785
51,112478,15,0,1687170
28,105218,12,0,1262616
53,48277,16,0,772432
33,54744,8,0,437952
56,105375,19,0,2002125
39,50011,12,0,600132
40,84588,3,0,253764
47,77682,14,0,1087548
58,41865,5,0,209325
18,80326,1,0,80326
51,28093,5,0,140465
45,46213,19,0,878047
24,78306,10,0,783060
