age,salary,purchases,churn
42,65869,18,0
36,91252,19,0
30,25685,6,0
23,86650,1,0
33,65407,13,0
53,118129,8,0
26,61486,3,0
19,55852,2,0
18,73439,14,0
50,30221,11,0
39,64311,16,0
28,34287,16,0
24,40984,0,1
40,78734,0,0
55,28456,11,0
22,66908,12,0
20,46114,16,0
38,96144,12,0
27,84053,11,0
24,30105,7,0
50,26757,19,0
34,31989,8,0
36,98920,9,0
51,64785,4,0
57,72941,6,0
30,113047,9,0
24,118702,14,0
38,30086,6,0
37,114519,0,0
59,24476,4,1
32,104683,19,0
22,34365,1,1
52,42248,9,0
33,112470,0,0
40,68639,14,0
27,83135,13,0
53,115056,4,0
49,61101,11,0
58,77365,13,0
56,61276,18,0
46,38696,13,0
48,96128,13,0
48,109472,2,0
36,99203,2,0
24,93832,19,0
54,37791,0,1
27,61792,13,0
41,31427,14,0
53,94478,5,0
44,101398,13,0
36,106468,10,0
24,75840,18,0
34,85149,2,0
47,71485,19,0
31,64005,2,0
40,26612,6,0
59,34895,16,0
23,48622,6,0
21,45499,6,0
45,101538,14,0
43,100995,14,0
37,55275,4,0
23,112275,0,0
52,33959,16,0
25,77445,2,0
51,75663,0,0
28,23868,9,0
48,77373,12,0
49,110112,2,0
42,74699,10,0
56,113834,17,0
57,71702,15,0
18,54677,2,0
25,54752,13,0
33,97433,17,0
54,64304,1,0
41,32561,11,0
19,113031,10,0
56,96089,14,0
57,23705,5,0
56,24581,11,0
59,40201,6,0
49,38813,11,0
41,102212,18,0
31,88565,17,0
41,57261,4,0
20,35734,5,0
51,46407,17,0
51,35667,1,1
59,21346,2,1
30,71246,13,0
47,52415,3,0
51,101150,7,0
52,41880,16,0
55,47609,17,0
27,76322,18,0
42,64821,7,0
26,111530,5,0
48,80866,10,0
50,33456,8,0
52,103069,3,0
44,92727,16,0
42,51857,14,0
48,115038,15,0
18,40943,8,0
48,103068,6,0
54,67288,16,0
26,118418,2,0
38,35462,9,0
57,103551,11,0
53,87713,17,0
45,70630,11,0
37,118819,12,0
37,117854,15,0
22,55361,2,0
49,64252,10,0
54,62880,14,0
45,104539,17,0
36,73344,13,0
58,62433,7,0
56,113251,19,0
49,62602,3,0
24,94516,0,0
49,85091,17,0
59,75531,4,0
27,44460,10,0
32,86574,12,0
21,58214,15,0
44,60713,7,0
41,61386,2,0
23,51579,6,0
41,92815,5,0
49,118130,2,0
44,62435,17,0
29,64455,1,0
49,114171,2,0
47,116916,6,0
40,66536,2,0
24,44974,15,0
50,26857,15,0
32,112055,11,0
42,117460,10,0
28,68029,3,0
22,98676,10,0
31,65745,19,0
36,83239,3,0
21,93744,0,0
55,106528,3,0
41,89170,14,0
26,87211,19,0
48,115864,17,0
19,114072,7,0
28,114925,14,0
47,106109,13,0
41,66501,0,0
59,117474,9,0
31,21440,14,0
55,83809,11,0
23,93989,16,0
30,33029,14,0
56,72393,8,0
41,21778,4,1
25,22870,16,0
34,70348,12,0
46,54685,9,0
57,116105,12,0
53,116899,13,0
37,31050,7,0
39,63709,1,0
38,90090,6,0
23,22215,16,0
55,37858,8,0
22,96553,13,0
56,53152,16,0
29,29284,1,1
39,66963,6,0
39,91872,6,0
58,114566,12,0
49,111252,1,0
31,41698,6,0
41,44089,10,0
28,24265,10,0
35,49566,19,0
50,54249,5,0
43,47559,11,0
31,63779,14,0
43,71142,8,0
44,45696,5,0
50,117985,11,0
38,85717,3,0
33,119856,8,0
46,98341,10,0
24,72756,6,0
52,24482,19,0
37,92765,7,0
42,48548,12,0
18,99520,0,0
33,80732,17,0
36,43798,15,0
57,114724,19,0
23,111997,19,0
29,112714,16,0
41,60566,4,0
55,87787,13,0
59,101540,7,0
35,39914,15,0
18,46273,15,0
55,56768,9,0
28,35434,12,0
50,83556,0,0
53,49571,0,1
35,47427,15,0
28,65536,6,0
23,92253,2,0
56,37525,5,0
43,33295,8,0
40,84606,17,0
27,95584,15,0
49,40620,1,1
32,46266,1,1
26,113088,16,0
27,66371,18,0
24,79411,12,0
42,94026,15,0
53,106170,12,0
43,74091,0,0
23,70208,13,0
48,44857,11,0
51,28163,15,0
36,119142,4,0
32,44614,15,0
27,62940,14,0
21,78447,18,0
28,56370,18,0
20,38984,6,0
30,96956,19,0
30,100777,4,0
38,56677,14,0
34,50842,7,0
27,86841,0,0
59,37259,2,1
26,39591,6,0
51,94836,0,0
24,42148,4,1
25,99538,4,0
27,72869,5,0
54,62532,4,0
35,36389,14,0
27,100779,2,0
47,74233,6,0
28,76651,10,0
28,53019,15,0
51,95851,18,0
32,96306,12,0
35,97312,4,0
20,35626,0,1
55,108931,9,0
36,73579,17,0
56,104510,7,0
48,24032,12,0
29,117915,0,0
53,105982,4,0
45,117313,14,0
45,27209,10,0
20,52187,2,0
52,65913,16,0
42,63378,3,0
45,83402,19,0
46,72930,19,0
34,107434,7,0
40,82954,14,0
27,55221,2,0
20,61314,9,0
54,111310,9,0
30,21228,9,0
31,86878,15,0
38,105176,18,0
44,87066,19,0
39,69162,2,0
40,106376,18,0
39,51999,2,0
40,117089,14,0
50,107799,18,0
44,118245,18,0
33,82083,13,0
57,32347,19,0
46,60832,18,0
24,84430,1,0
55,115721,6,0
52,58393,7,0
28,85943,0,0
45,22123,12,0
48,58379,8,0
53,89950,17,0
42,73839,19,0
36,30133,11,0
31,43630,8,0
34,82383,7,0
38,63493,4,0
32,31224,7,0
25,37480,19,0
44,60146,19,0
47,61148,3,0
33,103022,1,0
22,37789,16,0
43,36626,8,0
43,70149,9,0
57,89765,10,0
25,71282,2,0
18,79223,15,0
34,107704,15,0
52,40959,6,0
43,66524,10,0
51,116489,14,0
53,35143,6,0
56,88895,19,0
42,101084,11,0
33,119838,1,0
20,68514,4,0
44,109566,8,0
38,90475,4,0
27,22724,6,0
48,67116,15,0
45,83857,18,0
58,75662,13,0
51,34004,10,0
22,63111,18,0
49,96521,16,0
45,47326,16,0
46,111595,14,0
28,98980,19,0
37,20512,4,1
42,73014,19,0
54,30585,9,0
25,102058,16,0
35,26388,5,0
22,118791,16,0
33,29223,4,1
25,82754,0,0
46,102979,16,0
41,30116,17,0
44,33864,2,1
47,111037,10,0
39,67566,17,0
49,28169,4,1
22,50201,12,0
40,57848,7,0
39,55982,17,0
51,95596,11,0
25,87326,10,0
20,92717,13,0
24,93110,12,0
55,109262,11,0
22,116958,11,0
31,68950,10,0
34,108572,10,0
48,108040,8,0
18,88294,11,0
30,89747,19,0
54,45291,10,0
55,110379,11,0
40,58274,0,0
25,87479,12,0
24,38624,12,0
42,21995,16,0
43,26023,14,0
30,34763,14,0
54,90237,10,0
37,92507,3,0
27,45037,5,0
38,80149,2,0
45,72921,18,0
46,118762,12,0
59,75970,5,0
54,32379,15,0
45,89809,14,0
20,91774,9,0
50,39793,15,0
26,58761,10,0
29,98189,5,0
32,27522,18,0
24,73791,10,0
58,118845,14,0
38,49985,16,0
19,30434,0,1
52,30883,18,0
58,78598,14,0
49,70384,1,0
36,55641,11,0
34,45943,4,1
48,65344,14,0
40,101442,7,0
38,83761,4,0
26,58003,7,0
23,80431,6,0
40,65072,10,0
51,37340,5,0
49,79559,14,0
29,101075,6,0
19,88817,2,0
53,119667,4,0
56,90122,17,0
46,20459,11,0
27,54100,0,0
50,98769,12,0
50,26798,13,0
30,105422,2,0
25,109708,9,0
24,26162,13,0
29,24491,2,1
22,73477,19,0
27,70637,14,0
54,67728,8,0
36,43915,16,0
38,104650,5,0
21,113216,5,0
43,94396,7,0
24,32692,9,0
43,55522,0,0
27,83140,6,0
33,117101,4,0
57,107168,6,0
37,38922,15,0
48,76802,17,0
46,63976,6,0
23,102071,19,0
28,25076,1,1
21,113525,3,0
57,56601,8,0
30,74473,0,0
48,96352,15,0
34,76198,0,0
37,96971,2,0
26,35063,4,1
51,65569,9,0
59,117906,19,0
47,75521,6,0
43,83937,11,0
39,109179,2,0
21,50276,12,0
53,54359,7,0
36,24318,19,0
31,49083,13,0
26,32718,2,1
58,44128,7,0
51,73397,5,0
54,102845,17,0
20,108603,10,0
22,30887,4,1
33,39813,19,0
40,85335,4,0
50,56380,18,0
18,81646,1,0
33,23310,0,1
41,56315,18,0
41,70031,16,0
49,116701,0,0
25,82089,18,0
56,109267,15,0
51,28053,14,0
51,60109,1,0
20,42081,18,0
22,95413,18,0
20,90755,18,0
19,109257,7,0
56,83274,12,0
26,98612,17,0
50,24911,9,0
28,24235,6,0
21,49857,14,0
45,60732,18,0
47,51489,5,0
50,72275,19,0
58,73166,3,0
38,64618,2,0
50,89606,1,0
51,25955,18,0
43,98902,16,0
34,96305,19,0
51,98405,19,0
29,68010,5,0
52,118346,15,0
55,103649,14,0
28,81035,9,0
56,22166,14,0
20,61735,14,0
31,62703,16,0
57,48718,4,1
21,60517,9,0
20,79612,12,0
51,49814,11,0
46,33037,10,0
43,33195,3,1
27,32206,9,0
53,101255,9,0
52,60687,18,0
49,117610,14,0
42,101331,1,0
18,109846,16,0
50,37218,7,0
47,63669,19,0
54,64019,7,0
45,51165,19,0
58,116294,3,0
58,42040,12,0
50,98632,8,0
59,112592,17,0
31,53073,2,0
51,83221,8,0
52,64122,8,0
32,90053,10,0
59,32528,12,0
39,94720,6,0
53,40185,0,1
19,63392,6,0
18,23265,16,0
45,61678,0,0
45,27468,0,1
41,117381,2,0
53,29353,19,0
39,100840,12,0
36,57268,13,0
26,116473,2,0
50,48258,8,0
18,59743,19,0
57,38905,3,1
50,52408,14,0
42,29303,10,0
51,25941,17,0
29,25312,10,0
25,82562,19,0
24,78075,8,0
56,26881,6,0
57,65043,3,0
47,71475,12,0
54,82217,6,0
34,92045,7,0
43,24894,13,0
38,50527,8,0
27,107523,8,0
58,118742,8,0
52,44548,7,0
37,85622,10,0
32,53008,3,0
44,44106,9,0
30,52170,14,0
46,64725,2,0
32,86302,1,0
44,57488,12,0
31,72575,16,0
44,85869,6,0
34,39468,12,0
31,22685,13,0
33,20176,8,0
20,44190,4,1
27,48451,1,1
26,63887,5,0
25,67508,14,0
30,52849,3,0
38,80030,4,0
25,50314,19,0
30,42991,15,0
46,55444,12,0
45,38915,2,1
55,72295,13,0
28,25620,5,0
18,106960,10,0
21,71774,11,0
45,83918,6,0
41,57633,8,0
19,35509,15,0
31,116878,15,0
53,22947,0,1
45,115447,11,0
29,85413,6,0
36,80476,14,0
23,86913,16,0
41,28569,14,0
28,97626,5,0
55,40972,3,1
47,71201,1,0
38,80870,13,0
22,89093,17,0
51,48489,14,0
30,69610,13,0
30,97361,5,0
33,105788,5,0
42,67832,11,0
20,71362,8,0
40,28271,9,0
44,116897,18,0
38,97816,4,0
26,101449,5,0
20,43870,10,0
25,90810,7,0
55,103390,2,0
32,94927,11,0
20,23761,6,0
18,96878,17,0
20,112048,2,0
50,85440,18,0
45,107304,11,0
48,110472,19,0
47,29768,7,0
40,77140,7,0
57,100681,7,0
35,71849,11,0
48,26452,14,0
30,119439,9,0
34,97754,16,0
30,64980,13,0
43,84452,7,0
44,111786,18,0
33,102180,19,0
26,33351,11,0
48,89361,9,0
25,99772,7,0
20,92412,16,0
21,34319,6,0
20,30738,14,0
27,75107,0,0
28,41219,12,0
22,111104,5,0
20,43492,8,0
49,57139,7,0
40,28515,1,1
21,35798,16,0
22,111468,8,0
49,45033,19,0
52,63148,1,0
26,21670,14,0
47,99145,0,0
20,83484,10,0
36,68347,12,0
50,77308,7,0
35,79561,3,0
44,60171,17,0
42,88712,7,0
41,24283,5,0
48,23816,13,0
49,40276,17,0
58,60298,17,0
42,97124,17,0
32,51484,4,0
47,24431,8,0
53,38192,11,0
28,50289,15,0
37,97272,17,0
54,77721,8,0
34,62651,3,0
28,85858,18,0
31,76719,15,0
36,101632,16,0
26,43539,0,1
42,43118,12,0
43,72794,6,0
18,51759,18,0
23,100381,0,0
29,54099,19,0
22,31239,8,0
42,97092,17,0
40,94534,15,0
39,86186,14,0
43,45273,18,0
21,58723,9,0
40,27591,13,0
26,105331,14,0
25,94622,8,0
34,52842,4,0
52,61972,19,0
31,43535,10,0
22,42822,5,0
42,32555,11,0
30,48236,10,0
44,100909,14,0
57,105423,5,0
58,82240,6,0
42,88826,1,0
42,116372,15,0
53,64684,7,0
50,85179,9,0
34,60332,6,0
59,86531,12,0
39,103304,13,0
20,87899,5,0
22,23440,12,0
48,78333,2,0
43,63311,16,0
42,86126,16,0
22,119669,2,0
24,30552,12,0
44,61988,5,0
26,35697,16,0
38,88996,10,0
40,39944,1,1
27,20946,5,0
44,32614,16,0
57,52011,15,0
33,101636,17,0
43,114699,7,0
51,103707,3,0
31,116208,2,0
36,86455,4,0
31,116751,14,0
52,42240,15,0
31,30099,4,1
56,73647,19,0
27,116911,9,0
28,56522,17,0
30,43099,10,0
42,106219,2,0
18,74995,1,0
53,109035,3,0
47,76369,2,0
54,86093,8,0
31,63716,9,0
43,110647,4,0
47,64074,13,0
35,111382,4,0
34,111669,0,0
30,96511,14,0
52,56898,13,0
46,93723,4,0
44,43138,5,0
56,21062,7,0
30,27922,9,0
34,48894,19,0
55,80210,1,0
19,101528,17,0
20,115357,1,0
42,76621,10,0
49,95879,18,0
48,80720,2,0
35,33674,5,0
47,71490,5,0
30,114161,19,0
26,64039,15,0
51,94162,2,0
47,67631,7,0
21,114423,9,0
19,85226,14,0
25,88555,4,0
26,60726,2,0
41,104512,13,0
31,24800,1,1
22,38985,19,0
45,106068,17,0
42,50206,12,0
22,83938,12,0
27,76173,16,0
44,97163,15,0
53,78990,18,0
35,26258,2,1
24,27295,9,0
22,25863,1,1
18,98609,15,0
48,108908,8,0
37,57547,11,0
38,20074,2,1
59,34748,9,0
53,20934,7,0
25,91857,1,0
43,101433,11,0
26,51483,0,0
25,40632,5,0
57,87997,8,0
47,109810,0,0
32,99320,12,0
35,117959,7,0
21,42677,6,0
51,108594,13,0
35,54234,1,0
53,103674,9,0
43,85045,1,0
30,34016,8,0
37,33949,18,0
36,119174,6,0
59,117935,17,0
59,87917,18,0
48,63630,18,0
19,52620,5,0
25,73996,9,0
33,22122,10,0
42,32294,4,1
26,92391,10,0
22,21694,12,0
45,52852,12,0
52,96890,5,0
41,56271,3,0
53,107476,8,0
35,29646,0,1
18,64246,2,0
26,80528,0,0
51,36503,4,1
29,70744,19,0
44,100276,13,0
31,71894,12,0
22,65558,17,0
31,108278,18,0
58,116971,1,0
42,42396,11,0
20,29547,15,0
46,86983,2,0
38,46801,6,0
56,27317,7,0
57,58881,16,0
28,79132,6,0
59,38918,12,0
26,45631,1,1
24,91852,19,0
48,25577,14,0
23,32328,15,0
32,75784,11,0
40,72475,14,0
27,56666,17,0
45,70675,0,0
47,62088,1,0
37,95577,2,0
34,50515,13,0
47,24467,5,0
25,100489,6,0
20,112023,8,0
22,78511,3,0
37,43533,12,0
40,85655,12,0
41,84523,2,0
48,97043,7,0
29,92379,2,0
24,53956,19,0
21,21098,15,0
44,118620,10,0
51,117441,9,0
59,72706,15,0
43,21986,19,0
47,72220,12,0
20,57189,11,0
25,75070,17,0
26,82262,2,0
35,38791,18,0
46,39413,2,1
18,107856,2,0
49,60621,12,0
20,24106,8,0
41,64568,8,0
57,51667,11,0
32,86021,6,0
36,21747,5,0
33,114258,13,0
34,24524,19,0
19,36237,9,0
42,43694,7,0
38,97024,8,0
43,39723,6,0
58,117760,19,0
53,23761,13,0
31,54376,15,0
24,69258,5,0
26,113584,7,0
36,52004,2,0
58,41529,19,0
33,77252,10,0
59,79819,12,0
37,57517,15,0
42,111612,17,0
45,94602,5,0
56,47576,12,0
52,89235,15,0
30,47360,15,0
19,22114,5,0
47,46374,9,0
34,104564,4,0
25,50121,0,0
41,47900,14,0
37,80263,7,0
43,98271,18,0
21,73527,10,0
45,97684,17,0
56,22024,18,0
55,63581,2,0
56,52560,7,0
52,109522,16,0
27,80636,6,0
28,85626,7,0
35,46384,0,1
55,59476,9,0
53,106435,6,0
59,92957,18,0
36,51119,0,0
52,53327,17,0
28,95665,15,0
53,98115,3,0
46,101897,6,0
23,103180,12,0
38,59216,17,0
34,81078,17,0
44,98416,6,0
42,114236,7,0
43,74832,16,0
56,80058,19,0
52,28740,15,0
39,92669,8,0
42,98803,17,0
31,110318,14,0
45,118714,12,0
32,117613,17,0
19,105546,13,0
22,24282,12,0
26,115418,5,0
28,99678,17,0
33,34878,14,0
55,60742,8,0
42,116659,8,0
30,105044,10,0
53,36554,7,0
25,80372,15,0
59,40365,19,0
40,30436,16,0
55,71245,15,0
58,117188,0,0
47,68991,16,0
50,43577,13,0
21,119229,6,0
39,113331,14,0
50,25654,17,0
35,97567,16,0
41,100840,5,0
46,93769,7,0
32,98807,13,0
36,94278,4,0
56,70002,11,0
27,104058,19,0
53,102226,2,0
35,99348,9,0
39,114703,5,0
58,97609,14,0
41,36082,10,0
38,86087,12,0
22,113929,0,0
24,109692,5,0
28,117140,8,0
37,78118,7,0
56,79163,15,0
36,88108,12,0
35,78153,1,0
52,63820,3,0
41,47451,7,0
18,63179,6,0
48,66028,18,0
45,31205,1,1
30,83816,12,0
40,97971,5,0
50,111599,18,0
58,91742,2,0
29,23599,2,1
43,53419,7,0
23,28744,6,0
49,98124,1,0
40,39734,0,1
59,36763,4,1
58,91671,15,0
35,91101,3,0
31,87030,19,0
30,65361,13,0
44,60928,2,0
28,34540,7,0
30,82496,13,0
44,119241,15,0
35,52968,15,0
37,67772,4,0
18,48042,9,0
22,50041,13,0
31,64648,7,0
36,54318,0,0
52,99734,19,0
59,55510,16,0
38,52324,0,0
47,35724,6,0
38,80297,17,0
41,115222,4,0
51,34113,0,1
32,68388,9,0
59,108574,14,0
52,98616,12,0
43,110948,10,0
24,108154,3,0
45,89758,4,0
37,106041,7,0
42,93109,11,0
34,102958,12,0
18,39873,13,0
20,61210,12,0
31,99325,1,0
51,92999,8,0
22,50792,6,0
27,93023,16,0
26,47617,17,0
23,86875,19,0
33,82310,15,0
58,66918,13,0
59,98703,3,0
18,96311,2,0
48,114081,9,0
40,63267,9,0
29,79449,12,0
32,96145,13,0
20,38454,13,0
26,89963,17,0
49,38841,6,0
22,78711,16,0
20,29789,9,0
22,105741,0,0
50,30489,16,0
55,83657,14,0
32,100995,9,0
51,94130,7,0
51,105703,4,0
18,22214,19,0
42,34254,5,0
21,93796,11,0
22,36423,6,0
36,65412,2,0
33,87966,11,0
37,103277,9,0
29,81504,7,0
49,72982,6,0
50,115195,15,0
35,97078,9,0
34,108188,10,0
43,80680,3,0
56,29607,4,1
35,95890,8,0
44,85201,15,0
21,27764,18,0
24,85940,17,0
49,105035,4,0
51,23147,11,0
50,61979,19,0
33,49897,12,0
43,49411,15,0
57,54543,11,0
22,82450,8,0
48,119129,6,0
46,80653,10,0
24,53868,13,0
40,53962,9,0
42,66693,19,0
51,116515,17,0
45,37013,8,0
32,63516,0,0
31,84950,12,0
53,57397,13,0
50,82439,1,0
39,85272,15,0
53,115802,12,0
57,49826,1,1
44,21916,9,0
40,99105,17,0
52,93337,2,0
23,103307,7,0
22,84224,19,0
26,37757,2,1
45,20687,6,0
28,70415,0,0
32,119698,13,0
40,47640,8,0
54,23623,5,0
45,37991,12,0
46,22106,3,1
21,40067,5,0
19,52535,3,0
48,76373,14,0
49,65458,15,0
53,52814,5,0
52,81011,18,0
30,86601,1,0
31,118037,4,0
52,31133,1,1
34,67570,6,0
39,64883,7,0
23,57991,4,0
38,69947,1,0
22,31318,16,0
35,27264,12,0
41,113445,5,0
49,40076,11,0
40,51308,2,0
39,32869,11,0
48,37958,19,0
26,54929,10,0
44,71911,16,0
41,36953,17,0
50,61850,17,0
37,70944,3,0
48,103807,15,0
30,90908,12,0
59,109489,9,0
58,110934,2,0
39,36754,18,0
57,51435,2,0
33,27825,18,0
21,60528,9,0
41,66314,12,0
53,52673,8,0
54,49125,10,0
42,77494,13,0
27,46134,11,0
58,47931,8,0
47,101092,9,0
51,85387,0,0
25,86503,1,0
50,66903,5,0
54,43333,5,0
52,106237,16,0
26,64307,19,0
35,88077,17,0
42,113466,13,0
58,43291,4,1
31,89492,7,0
40,105884,8,0
22,33671,8,0
42,29961,9,0
49,49659,3,1
52,44693,2,1
20,53084,19,0
30,112393,15,0
19,87168,0,0
56,50597,17,0
47,44751,18,0
43,95906,2,0
27,77591,10,0
29,72934,12,0
55,37965,11,0
20,27288,9,0
55,29454,15,0
27,39243,16,0
26,40425,14,0
43,68796,12,0
21,46125,18,0
47,102780,6,0
19,87357,10,0
36,28323,1,1
56,117072,17,0
49,47625,7,0
43,42424,17,0
36,76703,1,0
53,82030,18,0
23,54878,8,0
51,45011,6,0
37,107580,15,0
50,56932,17,0
43,64598,7,0
59,109415,12,0
49,54012,0,0
21,58504,17,0
54,38982,17,0
18,57407,16,0
28,78886,1,0
24,107037,11,0
47,83666,16,0
57,50651,7,0
32,68654,17,0
35,99049,0,0
28,41706,1,1
52,89200,5,0
35,97760,8,0
49,56104,10,0
58,92561,15,0
22,42619,13,0
49,54888,4,0
49,38717,1,1
30,30132,11,0
44,97963,15,0
39,30088,3,1
32,94508,17,0
37,108858,17,0
40,30022,17,0
22,82629,19,0
26,51431,16,0
36,78970,5,0
26,109047,7,0
55,107031,11,0
27,81439,0,0
43,105683,19,0
26,41507,14,0
48,118548,8,0
28,99260,10,0
34,109000,18,0
30,53342,7,0
58,80396,15,0
45,31116,12,0
34,98638,4,0
50,75686,16,0
51,88926,12,0
26,54781,15,0
54,24360,14,0
52,105417,7,0
29,40055,4,1
36,54736,8,0
46,87858,4,0
59,24107,5,0
21,106609,12,0
19,101703,9,0
36,108589,0,0
59,71643,3,0
36,29978,19,0
33,114713,17,0
21,44660,7,0
57,113024,0,0
20,99585,1,0
33,68894,0,0
21,55331,11,0
19,74126,7,0
56,116900,1,0
54,104922,8,0
28,100647,16,0
18,108171,14,0
26,53305,18,0
38,22202,9,0
22,29985,12,0
44,79567,15,0
47,90898,2,0
34,59484,2,0
41,81942,12,0
51,84246,12,0
44,106147,16,0
18,88767,7,0
20,48683,11,0
41,91018,12,0
59,28778,10,0
36,24872,4,1
44,25951,18,0
31,73336,16,0
36,42741,6,0
49,56973,9,0
42,73860,13,0
21,78164,19,0
54,71487,12,0
34,48252,14,0
40,119746,11,0
59,117321,0,0
37,79654,4,0
28,20978,19,0
38,20478,16,0
38,67244,0,0
32,55472,18,0
47,31202,13,0
23,66804,6,0
19,47303,16,0
22,87540,1,0
18,107970,12,0
41,96237,0,0
36,61109,7,0
55,72227,7,0
25,90746,8,0
41,105114,13,0
22,61892,7,0
55,114571,14,0
32,31912,2,1
38,67952,4,0
25,61281,7,0
27,33911,4,1
36,21002,14,0
19,43178,16,0
43,118586,15,0
37,82618,8,0
24,63865,8,0
38,98486,19,0
41,82685,14,0
47,78660,8,0
28,20109,0,1
40,80299,2,0
25,67527,3,0
37,42047,16,0
43,43000,16,0
32,35274,1,1
28,67236,4,0
31,103871,12,0
35,72144,17,0
24,54494,2,0
45,89933,6,0
50,27570,18,0
50,36814,14,0
30,86147,11,0
22,110651,18,0
31,46646,2,1
26,48215,6,0
18,83829,2,0
30,58865,1,0
47,61574,14,0
31,74872,1,0
28,109965,10,0
49,99327,0,0
35,61148,7,0
52,79311,1,0
28,57355,19,0
30,77018,19,0
32,67932,18,0
20,49449,9,0
38,108805,14,0
56,109318,6,0
49,36685,18,0
36,97622,19,0
23,44868,12,0
31,44358,5,0
47,26968,15,0
18,63012,11,0
49,105439,18,0
26,37139,0,1
48,77607,13,0
28,73483,17,0
38,106542,11,0
27,85457,1,0
51,85593,14,0
56,41975,5,0
22,96247,3,0
34,49014,15,0
18,83939,10,0
42,53405,1,0
52,73838,2,0
18,39216,3,1
52,93696,19,0
52,66005,6,0
55,113606,19,0
23,45636,15,0
46,114192,10,0
32,67817,13,0
44,94587,17,0
52,20172,7,0
56,24192,15,0
26,112724,15,0
20,27218,9,0
33,117735,5,0
57,105667,18,0
39,83682,14,0
54,78484,17,0
21,77063,1,0
38,25662,18,0
24,34470,5,0
52,107256,9,0
19,63376,14,0
54,119530,9,0
27,58304,12,0
27,62620,18,0
27,75912,6,0
34,30963,2,1
32,95954,14,0
50,64085,15,0
55,106030,11,0
56,57978,3,0
30,100742,14,0
21,53044,15,0
29,74282,18,0
53,67320,1,0
18,85622,18,0
23,41774,13,0
32,63032,14,0
58,78644,6,0
58,80948,8,0
19,63721,16,0
29,53399,4,0
31,45721,9,0
23,73302,13,0
30,43355,14,0
28,50855,10,0
55,33565,10,0
35,51669,0,0
30,68356,11,0
48,75523,9,0
43,104027,7,0
24,101016,13,0
37,96199,15,0
26,49082,7,0
49,42160,16,0
27,110571,6,0
42,106997,18,0
41,102146,7,0
46,85056,6,0
49,46170,6,0
56,64533,19,0
32,42256,2,1
40,78936,6,0
58,63545,16,0
49,60128,3,0
44,68835,5,0
48,107250,3,0
59,35558,9,0
36,57003,1,0
31,112337,1,0
52,102336,16,0
46,48846,11,0
38,50825,0,0
39,28472,1,1
24,82532,8,0
37,102168,6,0
34,118233,15,0
45,36188,4,1
48,87216,11,0
46,48196,8,0
21,93112,10,0
43,60486,5,0
38,22202,18,0
29,53926,19,0
54,34579,5,0
32,51661,12,0
58,101235,11,0
58,114251,4,0
29,87242,17,0
34,25896,19,0
41,110259,9,0
21,78339,17,0
50,58372,14,0
53,23250,16,0
29,38976,0,1
38,43846,16,0
47,23087,5,0
49,99425,1,0
48,90586,14,0
22,39714,8,0
44,60938,19,0
28,25206,16,0
21,102129,2,0
41,49695,18,0
43,111034,15,0
36,45230,3,1
58,23103,4,1
18,21492,10,0
53,47060,5,0
20,44074,4,1
47,67110,15,0
54,27346,14,0
50,71537,0,0
50,23755,15,0
25,24660,17,0
19,110087,17,0
56,44270,16,0
28,63098,6,0
40,72876,6,0
51,59813,13,0
35,96709,2,0
43,63334,1,0
54,107929,3,0
20,64548,9,0
53,116913,18,0
43,76057,19,0
26,52096,2,0
40,98353,4,0
39,58132,7,0
51,108657,16,0
45,21529,7,0
50,48854,3,1
47,110004,14,0
48,77346,8,0
22,72301,14,0
38,72431,17,0
53,56410,18,0
24,36950,0,1
34,107080,11,0
39,22764,7,0
35,109998,4,0
24,74450,15,0
49,81975,18,0
58,60686,19,0
46,103544,16,0
37,21908,5,0
54,21824,12,0
33,68189,17,0
40,103955,2,0
40,36641,12,0
34,90400,19,0
51,92231,11,0
27,35480,13,0
21,33119,8,0
29,44969,13,0
26,60330,10,0
32,73383,11,0
49,94026,2,0
33,48231,8,0
38,32964,0,1
35,33277,13,0
43,94737,18,0
25,34965,0,1
26,81292,2,0
23,52333,19,0
46,54131,10,0
47,89773,13,0
30,86067,4,0
45,116437,11,0
38,91714,10,0
41,102744,16,0
50,62161,0,0
24,60350,18,0
50,20296,7,0
18,64517,9,0
44,74102,8,0
28,85282,15,0
45,52280,0,0
39,48002,13,0
58,58806,13,0
47,36631,4,1
20,54847,0,0
40,88802,4,0
28,56451,12,0
18,64661,9,0
52,99462,9,0
47,63232,12,0
37,84766,15,0
24,28015,12,0
46,79880,8,0
57,89527,13,0
22,28419,12,0
25,60203,6,0
40,46537,13,0
24,64402,1,0
44,118442,15,0
50,37122,16,0
55,32841,11,0
32,63240,1,0
42,40577,13,0
35,118371,18,0
51,95948,9,0
40,100676,11,0
52,113423,11,0
38,98821,14,0
30,70644,4,0
39,83657,13,0
35,30772,6,0
42,109624,6,0
48,99323,13,0
58,31266,12,0
20,81824,14,0
25,114798,15,0
32,54048,6,0
57,73868,6,0
50,85235,19,0
46,56748,12,0
21,77484,5,0
21,55061,2,0
38,81296,1,0
31,22223,14,0
52,28403,14,0
25,25817,7,0
48,25904,3,1
51,93359,2,0
43,42275,9,0
25,35726,5,0
23,45561,16,0
38,111340,4,0
55,50391,15,0
45,109294,11,0
28,117475,5,0
51,22563,16,0
59,64867,16,0
47,76149,4,0
50,82732,6,0
